concept,name
skolverket_antal_m_betyg_poj_tcv144,"Antal elever årskurs 6, pojkar"
skolverket_antal_m_betyg_tot_tcv145,"Antal elever årskurs 6, totalt"
skolverket_antal_man_tcv55,Antal män
skolverket_antal_poj_tcv140,Antal pojkar årskurs 9
skolverket_antal_poj_tcv93,Antal pojkar i ämnet årskurs 9
skolverket_antal_slutbetyg_tcv54,Antal elever med slutbetyg
skolverket_antal_startat_tcv90,Antal elever som startat programmet
skolverket_antal_sv_tcv25,Antal svensk bakgrund
skolverket_antal_tot_tcv140,Antal elever i årskurs 9
skolverket_antal_tot_tcv93,Antal elever i ämnet årskurs 9
skolverket_ar1_tcv136,Antal elever år 1
skolverket_ar1_tcv21,Antal elever år 1
skolverket_ar1_tcv70,Antal elever år 1
skolverket_ar2_tcv136,Antal elever år 2
skolverket_ar2_tcv21,Antal elever år 2
skolverket_ar2_tcv70,Antal elever år 2
skolverket_ar3_tcv136,Antal elever år 3
skolverket_ar3_tcv21,Antal elever år 3
skolverket_ar3_tcv70,Antal elever år 3
skolverket_ber_and_uppn_malen_tcv95,Modell- beräknat värde (B) för andel (%) som uppnått kunskapskraven
skolverket_ber_meritvarde_tcv95,Modell- beräknat värde (B) för genomsnittligt meritvärde
skolverket_betpoang_fli_tcv93,Betygspoäng flickor
skolverket_betpoang_poj_tcv93,Betygspoäng pojkar
skolverket_betpoang_tot_tcv93,Betygspoäng totalt
skolverket_bi_andel_hojt_tcv4,"Andel (%) elever med högre slutbetyg jämfört med provbetyget, biologi"
skolverket_bi_andel_lika_tcv4,"Andel (%) elever med lika slutbetyg jämfört med provbetyget, biologi"
skolverket_bi_andel_sankt_tcv4,"Andel (%) elever med lägre slutbetyg jämfört med provbetyget, biologi"
skolverket_bi_antal_m_betyg_tcv4,"Antal elever med provbetyg och slutbetyg, biologi"
skolverket_elever_789_per_syv_tcv16,"Antal elever årskurs 7-9 per studie- och yrkesvägledare, heltidstjänster"
skolverket_elever_per_helttj_tcv17,Antal elever per heltidstjänst
skolverket_elever_per_larare_tcv16,"Antal elever per lärare, heltidstjänster"
skolverket_elever_per_syv_tcv16,"Antal elever per studie- och yrkesvägledare, heltidstjänster"
skolverket_elever_per_syvhelttj_tcv17,Antal elever per studie- och yrkesvägledare
skolverket_en_andel_hojt_tcv1,Andel elever i årskurs 9 med högre slutbetyg i engelska jämfört med provbetyget
skolverket_en_andel_hojt_tcv2,Andel elever i årskurs 9 med högre slutbetyg i engelska jämfört med provbetyget
skolverket_en_andel_hojt_tcv83,Andel elever i årskurs 6 med högre slutbetyg i engelska jämfört med provbetyget
skolverket_en_andel_lika_tcv1,Andel elever i årskurs 9 med lika slutbetyg i engelska jämfört med provbetyget
skolverket_en_andel_lika_tcv2,Andel elever i årskurs 9 med lika slutbetyg i engelska jämfört med provbetyget
skolverket_en_andel_lika_tcv83,Andel elever i årskurs 6 med lika slutbetyg i engelska jämfört med provbetyget
skolverket_en_andel_sankt_tcv1,Andel elever i årskurs 9 med lägre slutbetyg i engelska jämfört med provbetyget
skolverket_en_andel_sankt_tcv2,Andel elever i årskurs 9 med lägre slutbetyg i engelska jämfört med provbetyget
skolverket_en_andel_sankt_tcv83,Andel elever i årskurs 6 med lägre slutbetyg i engelska jämfört med provbetyget
skolverket_en_antal_m_betyg_tcv1,Antal elever i årskurs 9 med provbetyg och slutbetyg i engelska
skolverket_en_antal_m_betyg_tcv2,Antal elever i årskurs 9 med provbetyg och slutbetyg i engelska
skolverket_en_antal_m_betyg_tcv83,Antal elever i årskurs 6 med provbetyg och slutbetyg i engelska
skolverket_fklass_andel_fli_tcv6,Andel (%) flickor förskoleklass
skolverket_fklass_elever_tcv6,Antal elever förskoleklass
skolverket_fli_andel_ae_tcv193,"Andel elever i årskurs 9 som uppnått kunskapskraven (A-E) i nationella provets delprov, flickor"
skolverket_fli_andel_ae_tcv196,"Andel elever i årskurs 9 som uppnått kunskapskraven (A-E) nationella provet för ämnet, flickor"
skolverket_fli_andel_ae_tcv199,"Andel elever i årskurs 9 som uppnått kunskapskraven (A-E) i nationella provet för ämnet, flickor"
skolverket_fli_andel_ae_tcv200,"Andel elever i årskurs 9 som uppnått kunskapskraven (A-E) i nationella provet för ämnet, flickor"
skolverket_fli_andel_ae_tcv71,"Andel elever i årskurs 6 som uppnått kunskapskraven (A-E) i ämnet, flickor"
skolverket_fli_gbp_tcv193,"Genomsnittligt betygspoäng i nationella provets delprov för ämnet för elever i årskurs 9, flickor"
skolverket_fli_gbp_tcv196,"Genomsnittligt betygspoäng i nationella provet för ämnet för elever i årskurs 9, flickor"
skolverket_fli_gbp_tcv199,"Genomsnittligt betygspoäng i nationella provet för ämnet för elever i årskurs 9, flickor"
skolverket_fli_gbp_tcv200,"Genomsnittligt betygspoäng i nationella provet för ämnet för elever i årskurs 9, flickor"
skolverket_fli_gbp_tcv71,"Genomsnittligt betygspoäng i ämnet för elever i årskurs 6, flickor"
skolverket_fli_m_betyg_tcv193,Antal flickor som deltagit i nationella provets delprov i ämnet årskurs 9
skolverket_fli_m_betyg_tcv196,Antal flickor som deltagit i nationella provet i ämnet årskurs 9
skolverket_fli_m_betyg_tcv199,Antal flickor som deltagit i nationella provet i ämnet årskurs 9
skolverket_fli_m_betyg_tcv200,Antal flickor som deltagit i nationella provet i ämnet årskurs 9
skolverket_fli_m_betyg_tcv71,Antal flickor med betyg i ämnet årskurs 6
skolverket_foraldr_utb_tcv95,Föräldrarnas genomsnittliga utbildningsnivå
skolverket_fy_andel_hojt_tcv4,"Andel (%) elever med högre slutbetyg jämfört med provbetyget, fysik"
skolverket_fy_andel_lika_tcv4,"Andel (%) elever med lika slutbetyg jämfört med provbetyget, fysik"
skolverket_fy_andel_sankt_tcv4,"Andel (%) elever med lägre slutbetyg jämfört med provbetyget, fysik"
skolverket_fy_antal_m_betyg_tcv4,"Antal elever med provbetyg och slutbetyg, fysik"
skolverket_gbp_tcv54,Genomsnittligt betygspoäng
skolverket_gbp_tcv88,Genomsnittligt betygspoäng för elever med examen eller studiebevis
skolverket_gbp_examen_tcv88,Genomsnittligt betygspoäng för elever med examen
skolverket_gbp_fli_tcv49,"Genomsnittligt betygspoäng, flickor"
skolverket_gbp_poj_tcv49,"Genomsnittligt betygspoäng, pojkar"
skolverket_gbp_tot_tcv49,"Genomsnittligt betygspoäng, totalt"
skolverket_ge_andel_hojt_tcv123,"Andel (%) elever med högre slutbetyg jämfört med provbetyget, geografi"
skolverket_ge_andel_lika_tcv123,"Andel (%) elever med lika slutbetyg jämfört med provbetyget, geografi"
skolverket_ge_andel_sankt_tcv123,"Andel (%) elever med lägre slutbetyg jämfört med provbetyget, geografi"
skolverket_ge_antal_m_betyg_tcv123,"Antal elever med provbetyg och slutbetyg, geografi"
skolverket_gmv_eftgy_tcv26,"Genomsnittligt meritvärde (16), föräldrar eftergymnasial utbildning"
skolverket_gmv_exklok_tcv110,"Genomsnittligt meritvärde årskurs 9, exklusive nyinvandrade"
skolverket_gmv_exl_tcv110,"Genomsnittligt meritvärde (16), exklusive nyinvandrade"
skolverket_gmv_f_sv_tcv25,"Genomsnittligt meritvärde (17), utländsk bakgrund födda i Sverige"
skolverket_gmv_f_utl_tcv25,"Genomsnittligt meritvärde (17), utländsk bakgrund födda utomlands"
skolverket_gmv_fli_tcv140,"Genomsnittligt meritvärde (17), flickor"
skolverket_gmv_forgy_tcv26,"Genomsnittligt meritvärde (16), föräldrar förgymnasial utbildning"
skolverket_gmv_gy_tcv26,"Genomsnittligt meritvärde (16), föräldrar gymnasieutbildning"
skolverket_gmv_min4ar_tcv110,"Genomsnittligt meritvärde årskurs 9, exklusive nyinvandrade och okänd bakgrund"
skolverket_gmv_min4ar_fli_tcv110,"Genomsnittligt meritvärde årskurs 9, exklusive nyinvandrade och okänd bakgrund, flickor"
skolverket_gmv_min4ar_poj_tcv110,"Genomsnittligt meritvärde årskurs 9, exklusive nyinvandrade och okänd bakgrund, pojkar"
skolverket_gmv_nyinv_tcv110,"Genomsnittligt meritvärde (16), nyinvandrade"
skolverket_gmv_poj_tcv140,"Genomsnittligt meritvärde (17), pojkar"
skolverket_gmv_samtl_tcv110,"Genomsnittligt meritvärde årskurs 9, totalt"
skolverket_gmv_sv_tcv25,"Genomsnittligt meritvärde (17), svensk bakgrund"
skolverket_gmv_tot_tcv140,"Genomsnittligt meritvärde (17), totalt"
skolverket_gnm_betp_tcv65,Genomsnittligt provbetygspoäng
skolverket_gnm_meritvarde_tcv139,Genomsnittligt meritvärde (17)
skolverket_gnm_meritvarde_exklok_tcv139,Genomsnittligt meritvärde (17 exklusive okänd bakgrund
skolverket_gnm_meritvarde_exklok_fli_tcv140,"Genomsnittligt meritvärde årskurs 9, exklusive nyinvandrade, flickor"
skolverket_gnm_meritvarde_exklok_poj_tcv140,"Genomsnittligt meritvärde årskurs 9, exklusive nyinvandrade, pojkar"
skolverket_helttj_adm_tcv16,"Antal rektorstjänster, heltid"
skolverket_helttj_adm_tcv17,"Antal rektorer, heltidstjänster"
skolverket_helttj_andel_kvi_tcv16,"Andel kvinnliga anställda, heltidstjänster"
skolverket_helttj_andel_kvi_tcv17,Heltidstjänster andel kvinnor
skolverket_helttj_andel_ped_tcv16,"Andel anställda med pedagogisk högskoleexamen, heltidstjänster"
skolverket_helttj_andel_ped_tcv17,Heltidstjänster andel med pedagogisk högskoleexamen
skolverket_helttj_andel_specped_tcv16,"Andel anställda med specialpedagogisk högskoleexamen, heltidstjänster"
skolverket_helttj_andel_specped_tcv17,Heltidstjänster andel med specialpedagogisk högskoleexamen
skolverket_helttj_andel_tillsv_tcv16,Andel tillsvidareanställda
skolverket_helttj_andel_tillsv_tcv17,Heltidstjänster andel tillsvidareanställda
skolverket_helttj_forstelarare_tcv101,"Antal förstelärare, heltidstjänster"
skolverket_helttj_forstelarare_tcv105,"Antal förstelärare, heltidstjänster"
skolverket_helttj_larare_tcv101,Antal heltidsjänster lärare
skolverket_helttj_larare_tcv102,Antal heltidsjänster lärare i ämnet
skolverket_helttj_larare_tcv105,Heltidstjänster lärare
skolverket_helttj_larare_tcv106,Heltidstjänster lärare
skolverket_helttj_larare_tcv16,Antal heltidsjänster lärare
skolverket_helttj_larare_tcv17,Heltidstjänster lärare
skolverket_helttj_larare_tcv263,Heltidstjänster lärare
skolverket_helttj_larare_leg_tcv101,Antal heltidsjänster med lärarlegitimation och behörighet i minst ett ämne
skolverket_helttj_larare_leg_tcv102,Antal heltidsjänster med lärarlegitimation och behörighet i ämnet
skolverket_helttj_larare_leg_tcv105,Antal heltidstjänster lärare med lärarlegitimation och behörighet i ämnet
skolverket_helttj_larare_leg_tcv106,Antal heltidstjänster lärare med lärarlegitimation och behörighet i minst ett ämne
skolverket_helttj_larare_leg_tcv263,Antal heltidstjänster lärare med lärarlegitimation och behörighet i minst ett ämne
skolverket_helttj_larare_o_adm_tcv16,"Antal lärar- och rektorstjänster, heltid"
skolverket_helttj_larare_o_adm_tcv17,Heltidstjänster antal lärare och rektorer
skolverket_helttj_syv_tcv16,"Antal studie- och yrkesvägledartjänster, heltid"
skolverket_helttj_syv_tcv17,Heltidstjänster antal studie- och yrkesvägledare
skolverket_hi_andel_hojt_tcv123,"Andel (%) elever med högre slutbetyg jämfört med provbetyget, historia"
skolverket_hi_andel_lika_tcv123,"Andel (%) elever med lika slutbetyg jämfört med provbetyget, historia"
skolverket_hi_andel_sankt_tcv123,"Andel (%) elever med lägre slutbetyg jämfört med provbetyget, historia"
skolverket_hi_antal_m_betyg_tcv123,"Antal elever med provbetyg och slutbetyg, historia"
skolverket_ke_andel_hojt_tcv4,"Andel (%) elever med högre slutbetyg jämfört med provbetyget, kemi"
skolverket_ke_andel_lika_tcv4,"Andel (%) elever med lika slutbetyg jämfört med provbetyget, kemi"
skolverket_ke_andel_sankt_tcv4,"Andel (%) elever med lägre slutbetyg jämfört med provbetyget, kemi"
skolverket_ke_antal_m_betyg_tcv4,"Antal elever med provbetyg och slutbetyg, kemi"
skolverket_ma_andel_hojt_tcv1,Andel elever i årskurs 9 med högre slutbetyg i matematik jämfört med provbetyget
skolverket_ma_andel_hojt_tcv2,Andel elever i årskurs 9 med högre slutbetyg i matematik jämfört med provbetyget
skolverket_ma_andel_hojt_tcv83,Andel elever i årskurs 6 med högre slutbetyg i matematik jämfört med provbetyget
skolverket_ma_andel_lika_tcv1,Andel elever i årskurs 9 med lika slutbetyg i matematik jämfört med provbetyget
skolverket_ma_andel_lika_tcv2,Andel elever i årskurs 9 med lika slutbetyg i matematik jämfört med provbetyget
skolverket_ma_andel_lika_tcv83,Andel elever i årskurs 6 med lika slutbetyg i matematik jämfört med provbetyget
skolverket_ma_andel_sankt_tcv1,Andel elever i årskurs 9 med lägre slutbetyg i matematik jämfört med provbetyget
skolverket_ma_andel_sankt_tcv2,Andel elever i årskurs 9 med lägre slutbetyg i matematik jämfört med provbetyget
skolverket_ma_andel_sankt_tcv83,Andel elever i årskurs 6 med lägre slutbetyg i matematik jämfört med provbetyget
skolverket_ma_antal_m_betyg_tcv1,Antal elever i årskurs 9 med provbetyg och slutbetyg i matematik
skolverket_ma_antal_m_betyg_tcv2,Antal elever i årskurs 9 med provbetyg och slutbetyg i matematik
skolverket_ma_antal_m_betyg_tcv83,Antal elever i årskurs 6 med provbetyg och slutbetyg i matematik
skolverket_poj_andel_ae_tcv193,"Andel elever i årskurs 9 som uppnått kunskapskraven (A-E) i nationella provets delprov, pojkar"
skolverket_poj_andel_ae_tcv196,"Andel elever i årskurs 9 som uppnått kunskapskraven (A-E) nationella provet för ämnet, pojkar"
skolverket_poj_andel_ae_tcv199,"Andel elever i årskurs 9 som uppnått kunskapskraven (A-E) i nationella provet för ämnet, pojkar"
skolverket_poj_andel_ae_tcv200,"Andel elever i årskurs 9 som uppnått kunskapskraven (A-E) i nationella provet för ämnet, pojkar"
skolverket_poj_andel_ae_tcv71,"Andel elever i årskurs 6 som uppnått kunskapskraven (A-E) i ämnet, pojkar"
skolverket_poj_gbp_tcv193,"Genomsnittligt betygspoäng i nationella provets delprov för ämnet för elever i årskurs 9, pojkar"
skolverket_poj_gbp_tcv196,"Genomsnittligt betygspoäng i nationella provet för ämnet för elever i årskurs 9, pojkar"
skolverket_poj_gbp_tcv199,"Genomsnittligt betygspoäng i nationella provet för ämnet för elever i årskurs 9, pojkar"
skolverket_poj_gbp_tcv200,"Genomsnittligt betygspoäng i nationella provet för ämnet för elever i årskurs 9, pojkar"
skolverket_poj_gbp_tcv71,"Genomsnittligt betygspoäng i ämnet för elever i årskurs 6, pojkar"
skolverket_poj_m_betyg_tcv193,Antal pojkar som deltagit i nationella provets delprov i ämnet årskurs 9
skolverket_poj_m_betyg_tcv196,Antal pojkar som deltagit i nationella provet i ämnet årskurs 9
skolverket_poj_m_betyg_tcv199,Antal pojkar som deltagit i nationella provet i ämnet årskurs 9
skolverket_poj_m_betyg_tcv200,Antal pojkar som deltagit i nationella provet i ämnet årskurs 9
skolverket_poj_m_betyg_tcv71,Antal pojkar med betyg i ämnet årskurs 6
skolverket_re_andel_hojt_tcv123,"Andel (%) elever med högre slutbetyg jämfört med provbetyget, religion"
skolverket_re_andel_lika_tcv123,"Andel (%) elever med lika slutbetyg jämfört med provbetyget, religion"
skolverket_re_andel_sankt_tcv123,"Andel (%) elever med lägre slutbetyg jämfört med provbetyget, religion"
skolverket_re_antal_m_betyg_tcv123,"Antal elever med provbetyg och slutbetyg, religion"
skolverket_riket_and_natt_tcv12,Andel elever i årskurs 3 i riket som nått kravnivån i nationella provet i ämnet
skolverket_sa_andel_hojt_tcv123,"Andel (%) elever med högre slutbetyg jämfört med provbetyget, samhällskunskap"
skolverket_sa_andel_lika_tcv123,"Andel (%) elever med lika slutbetyg jämfört med provbetyget, samhällskunskap"
skolverket_sa_andel_sankt_tcv123,"Andel (%) elever med lägre slutbetyg jämfört med provbetyget, samhällskunskap"
skolverket_sa_antal_m_betyg_tcv123,"Antal elever med provbetyg och slutbetyg, samhällskunskap"
skolverket_sal_and_uppn_malen_tcv95,Residual (R=F-B) för andel som uppnått kunskapskraven
skolverket_sal_meritvarde_tcv95,Residual (R=F-B) för genomsnittligt meritvärde
skolverket_skola_and_natt_tcv12,Andel elever i årskurs 3 i skolan som nått kravnivån i nationella provet i ämnet
skolverket_skola_ant_elever_tcv12,Antal elever som läser ämnet i årskurs 3
skolverket_sv_andel_hojt_tcv1,Andel elever i årskurs 9 med högre slutbetyg i svenska jämfört med provbetyget
skolverket_sv_andel_hojt_tcv2,Andel elever i årskurs 9 med högre slutbetyg i svenska jämfört med provbetyget
skolverket_sv_andel_hojt_tcv83,Andel elever i årskurs 6 med högre slutbetyg i svenska jämfört med provbetyget
skolverket_sv_andel_lika_tcv1,Andel elever i årskurs 9 med lika slutbetyg i svenska jämfört med provbetyget
skolverket_sv_andel_lika_tcv2,Andel elever i årskurs 9 med lika slutbetyg i svenska jämfört med provbetyget
skolverket_sv_andel_lika_tcv83,Andel elever i årskurs 6 med lika slutbetyg i svenska jämfört med provbetyget
skolverket_sv_andel_sankt_tcv1,Andel elever i årskurs 9 med lägre slutbetyg i svenska jämfört med provbetyget
skolverket_sv_andel_sankt_tcv2,Andel elever i årskurs 9 med lägre slutbetyg i svenska jämfört med provbetyget
skolverket_sv_andel_sankt_tcv83,Andel elever i årskurs 6 med lägre slutbetyg i svenska jämfört med provbetyget
skolverket_sv_antal_m_betyg_tcv1,Antal elever i årskurs 9 med provbetyg och slutbetyg i svenska
skolverket_sv_antal_m_betyg_tcv2,Antal elever i årskurs 9 med provbetyg och slutbetyg i svenska
skolverket_sv_antal_m_betyg_tcv83,Antal elever i årskurs 6 med provbetyg och slutbetyg i svenska
skolverket_sva_andel_hojt_tcv1,Andel elever i årskurs 9 med högre slutbetyg i svenska som andraspråk jämfört med provbetyget
skolverket_sva_andel_hojt_tcv2,Andel elever i årskurs 9 med högre slutbetyg i svenska som andraspråk jämfört med provbetyget
skolverket_sva_andel_hojt_tcv83,Andel elever i årskurs 6 med högre slutbetyg i svenska som andraspråk jämfört med provbetyget
skolverket_sva_andel_lika_tcv1,Andel elever i årskurs 9 med lika slutbetyg i svenska som andraspråk jämfört med provbetyget
skolverket_sva_andel_lika_tcv2,Andel elever i årskurs 9 med lika slutbetyg i svenska som andraspråk jämfört med provbetyget
skolverket_sva_andel_lika_tcv83,Andel elever i årskurs 6 med lika slutbetyg i svenska som andraspråk jämfört med provbetyget
skolverket_sva_andel_sankt_tcv1,Andel elever i årskurs 9 med lägre slutbetyg i svenska som andraspråk jämfört med provbetyget
skolverket_sva_andel_sankt_tcv2,Andel elever i årskurs 9 med lägre slutbetyg i svenska som andraspråk jämfört med provbetyget
skolverket_sva_andel_sankt_tcv83,Andel elever i årskurs 6 med lägre slutbetyg i svenska som andraspråk jämfört med provbetyget
skolverket_sva_antal_m_betyg_tcv1,Antal elever i årskurs 9 med provbetyg och slutbetyg i svenska som andraspråk
skolverket_sva_antal_m_betyg_tcv2,Antal elever i årskurs 9 med provbetyg och slutbetyg i svenska som andraspråk
skolverket_sva_antal_m_betyg_tcv83,Antal elever i årskurs 6 med provbetyg och slutbetyg i svenska som andraspråk
skolverket_tot_andel_ae_tcv193,"Andel elever i årskurs 9 som uppnått kunskapskraven (A-E) i nationella provets delprov, totalt"
skolverket_tot_andel_ae_tcv196,"Andel elever i årskurs 9 som uppnått kunskapskraven (A-E) nationella provet för ämnet, totalt"
skolverket_tot_andel_ae_tcv199,"Andel elever i årskurs 9 som uppnått kunskapskraven (A-E) i nationella provet för ämnet, totalt"
skolverket_tot_andel_ae_tcv200,"Andel elever i årskurs 9 som uppnått kunskapskraven (A-E) i nationella provet för ämnet, totalt"
skolverket_tot_andel_ae_tcv71,"Andel elever i årskurs 6 som uppnått kunskapskraven (A-E) i ämnet, pojkar"
skolverket_tot_andel_fli_tcv6,Andel flickor årskurs 1-9
skolverket_tot_andel_foraldr_eftergy_utb_tcv6,Andel elever med föräldrar med eftergymnasial utbildning årskurs 1-9
skolverket_tot_andel_utl_bakgr_tcv6,Andel elever med utländsk bakgrund årskurs 1-9
skolverket_tot_elever_tcv136,Totalt antal elever
skolverket_tot_elever_tcv21,Totalt antal elever per program och inriktning
skolverket_tot_elever_tcv6,Antal elever årskurs 1-9
skolverket_tot_elever_tcv70,Totalt antal elever per program
skolverket_tot_gbp_tcv193,"Genomsnittligt betygspoäng i nationella provets delprov för ämnet för elever i årskurs 9, totalt"
skolverket_tot_gbp_tcv196,"Genomsnittligt betygspoäng i nationella provet för ämnet för elever i årskurs 9, totalt"
skolverket_tot_gbp_tcv199,"Genomsnittligt betygspoäng i nationella provet för ämnet för elever i årskurs 9, totalt"
skolverket_tot_gbp_tcv200,"Genomsnittligt betygspoäng i nationella provet för ämnet för elever i årskurs 9, totalt"
skolverket_tot_gbp_tcv71,"Genomsnittligt betygspoäng i nationella provet för ämnet för elever i årskurs 6, totalt"
skolverket_tot_m_betyg_tcv193,Antal elever som deltagit i nationella provets delprov i ämnet årskurs 9
skolverket_tot_m_betyg_tcv196,Antal elever som deltagit i nationella provet i ämnet årskurs 9
skolverket_tot_m_betyg_tcv199,Antal elever som deltagit i nationella provet i ämnet årskurs 9
skolverket_tot_m_betyg_tcv200,Antal elever som deltagit i nationella provet i ämnet årskurs 9
skolverket_tot_m_betyg_tcv71,Antal elever med betyg i ämnet årskurs 6
skolverket_ver_and_uppn_malen_tcv95,Faktiskt värde för andel (%) som uppnått kunskapskraven
skolverket_ver_meritvarde_tcv95,Faktiskt genomsnittligt meritvärde
