content,label
I get so much PUSSY\nP - panic attacks \nU - uncontrollable anxiety \nS - suicidal fantasies \nS - sadness \nY - yearning for death,sadness
the world drives whoever it has assessed as tenderhearted or vulnerable to build up their guards &amp; invigorate raging self defense mechanisms,anger
Joes gf started singing all star and then Joe got angry and was all sing it right and started angrily singing it back at her,anger
Bored rn leave Kik/Snapchat #kik #kikme #kikmessage #boredaf #bored #snapchatme #snapchat #snap #country #countrygirl,anger
"as someone that's struggled w EDs since i was 7y/o, i resent everyone who's making a spectacle of a certain youtuber who has severe anorexia",anger
Look at me. Made it through the day without a meltdown. #anxiety,fear
"@andrewmcmeme nah, I asked really insightful teacherly questions so he could write a kickass report of his own. He will, sadly, never know",sadness
@SteveStratford9 @PaulTowheyJr @ClassicDrWho @BBC @bbcdoctorwho all those will get animated IMO. Companion changes/Monsters/Classics.,joy
@TalkTalkCare  how on earth can I send an email to you? Very annoyed customer!!! ,anger
"@huwellwell One chosen by the CLP members! MP seats are not for people to dole out to their mates, we elect candidates. ",anger
"@VeyGraphics I had to unfollow, he got trolled by trolls. His revenge trolling just caused a lot of collateral damage.",anger
Cmon blues we are 2 home games away from another CC semi - I love those Wembley away days. Being on anyone at home please! ⚽,sadness
@RyhenMessedUp goodbye despair,fear
The pine colada starburst nasty. Don't @ me,sadness
This is the first time I've been sober on my birthday in 6 years. #recovery #sobriety #sober #soberissexy #sobernative,sadness
"@ShannonBeador we know the truth about her, the public is figuring it out. Her words mean nothing.  #unhappy #mean #troubled #vile #bully",fear
It serves a gloomy higher than the wolves of the village,sadness
watching this uni reveal is so depressing i miss stingrays :(,sadness
I just want to let everyone out there know you are wonderful people! #beyourself   #late-night #compliment #behappy,joy
@Cherie_Fitz it's being extremely playful,joy
I wanna see you smile I don't wanna see you make a frown,anger
"It's easy to #fall #asleep in class, but hard to in bed. #True  #whileyouweresleeping #insomnia #TeamFollowBack #RockTheReTweet",sadness
Henderson showing that when times are hard he leaves or goes missing #AFLCatsSwans #seenitbefore #lions #blues,sadness
@sardesairajdeep @narendramodi. U seem 2 b more happy abt the dvlpt Nything dat fails for Modi make u elated even @the cost of de country?,joy
Might start stanning Lady Gaga again - more so than last time - but shhh don't tell Connor,fear
Why is it so windy? So glad I didn't ride my bike.  #wind,fear
"@TheJuanWilliams Where is your indignation and outrage over the UNARMED DEAF WHITE man who was shot and killed by black officer in CLT, NC?",anger
Getting ready to open the tastings at Whisky Shop Dufftown Autumn festival!  #murraymcdavid #whisky #drams,fear
@Elaminova sparkling water makes your life sparkly,joy
When you realize there is #NoHopeForHumanity so you just #start focusing on what's #best for you.,fear
@EE your website is making me feel violent rage and your upgrade options aren't helping either. #Aaaaarrrrgghhh #iwanttocancel #rage,anger
I'm wearing yellow today to bring a little sunshine to this gloomy day #yourewelcome,sadness
"A lot of positives tonight. A clean sheet, Payet got some free kick practice, Zaza looked lively and made a lot of good runs",joy
@happyandbashful @Teigngardener @CEVokins @gardengirllucy Don't provoke the Voke.,anger
The 2008 crisis was just the tremor In advance of the earthquake',fear
@CUTEFUNNYANIMAL @luvcaps19 My sister's dog does this. I think it's because she knows it'll provoke a reaction,anger
"A cheerful heart is good medicine, but a broken spirit saps a person's strength.' {Proverbs 17:22} #WednesdayWisdom",joy
✨you make me happy @EthanDolan @GraysonDolan✨,joy
"@airtelindia have some issues with my broadband bill ,I am charged for the month before I signed up with airtel.. ",joy
He's mixing it up pretty well..using that slider pretty affective so far #thebabybombers #yankees #offense,anger
Height of irritation when a person makes a hilarious chusssss.... Plz die....😬😬,anger
"Probably gonna end up seriously poorly at some point soon, so tired, and go from freezing to boiling in the space of seconds",anger
I'm literally never home and my parents threaten to charge rent if I don't start cleaning the house everyday. OK.,fear
"Good luck to all Fury-Haney players playing this weekend at the Future Stars showcase in Frisco, Tx. #KGB #G-town ",anger
"Hi Luke hemmings\n\n💐🌸💐\n\nIf I had a flower for every time you made me smile, I'd have a garden. Please follow me? \n\n💐🌸💐\nI love you. x16,092",joy
"I'm absolutely in love with Laurie Hernandez, she's so adorable and is always so cheerful!",joy
"@chutneysupercat hi lovely brownie, MM is calling me tuppytupperware.. its awful",fear
"I know few will mourn the loss of Stitch's Great Escape, but...see, THIS is the kind of cost-cutting at parks I really don't care for.",sadness
"Ya tremble like Mr. Cooper, yo we hanging",fear
Tweeting from the sporadic wifi on the tube #perilous,fear
"@Sami749263491 yeah whatever, whahibbi are #muslims just a sect, as you know,  #islam is synonymous with #rape and #terrorism",fear
the thing with Twitter is i only remember to tweet when i'm bored or alone and then it comes across like i have a really dull and sad life.👽,sadness
lost 11 lbs since I got married (eating healthy) &amp; ive gone from a 9:47 mile to a 8:50 mile in 2 weeks. #areyousureimagedout #fitness,sadness
@AriZernial @NesquikMills don't let him discourage you Z! That's one of the best ideas yet!,sadness
@Markk1872  Red heads are more fiery.,anger
"@modelady24 I know, right? I had a tinge of the same thought. Glad it's Six from BSG, though. Happy the show stayed consistent after break.",sadness
In other news. My legs hurt. #running #5kin26mins  #flatfeet,fear
@Bridget_Jones was joyous. Worried I would be disappointed. Most definitely was not. #chickflick #giggles #comethefuckonbridget,joy
@theGenghisJon You had to do some research to come up with new insult.  Are you allowed to read anything but brietbart?,anger
hey long time no tweet but im rooting for paul to win bc he is the only one that played bb and james for 2nd bc he doesnt irritate me #BB18,anger
i made a squirrel friend today! i gave him the core of the plum i was eating. he seemed very happy.,joy
watching my first Cage of Death and my word this is tremendous,fear
"So depressing to watch news, today out of 100 bullet news 10 were of rape! What's wrong with people #india #shameless #depressing",sadness
@SeanLTheWriter Agree 100%... B. Marshall another concern... would much rather he rested this game...,fear
Has anyone else had a bad experience with Poundstretcher? #nightmare firm,fear
"@PhilGlutting Hey There Phil Glutting thank you for following us, it's appreciated :) ",joy
"your outrage (your tweets, your jokes, your attention) is *exactly* what M*lo wants\n\n(this is not meant as a defense)",anger
#PiersGough on thoroughly lively and imaginative developers—“Sager have always challenged us to do better and do better.” @IslingtonSq,joy
Panpiper playing Big River outside The Bridges in SR1 #outrage,anger
"And getting offended or furious that a writers style isn;t to your taste is ultimately daft, I suppose.",anger
Let go of the need to need. And find your own joyous path through the richness that extends in every direction.,joy
I'm not the type to flee from adversity nor does it discourage me. I'll always stand strong in the paint,sadness
@Batman_ofgotham Her golden brown hues met with those baby blues as her arms crossed over the breasts he had been gulking at. 'Let me guess-,sadness
Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver ,anger
"@huwellwell One chosen by the CLP members! MP seats are not for people to dole out to their mates, we elect candidates. #fuming",anger
@BBCTomEnglish @TimesSport And the dreadful Franglaise.,sadness
The war is right outside your door  #USAToday,anger
@nytimes I'm trying to imagine the first response of a President Trump to an act of terror. The thought itself terrorizes me.,fear
@CNN please fire don lemon!!Do not let him report on anymore  protest. He is #horrible #negative and runs away from the issue at hand!,fear
This nigga doesn't even look for his real family 🙄😂 ,sadness
@BuzzFeedAndrew @MattMurph24 start a countdown clock to reporting that pompous bully &amp; liar christie is asking president HRC for a pardon,fear
@GreatFallVoyagr #bitter sums it up! Congrats Nicole! that's all folks #bb18 now onto #survivor !,anger
I highly suggest if you are looking online for a company to help you send you're package overseas..DO NOT EVER EVER USE @FastLaneInt #horrid,fear
"Feminists should ask themselves, why they're so unhappy, and why they lack love in their lives. Is it b/c they are fighting a losing game?",sadness
So nervous I could puke,fear
"@Diana_Buds well, did she make you laugh with her panic mania or not??¿",fear
@Evan_McMullin He's spent his campaign dividing people up and pitting them against each other. His message is to fear and resent the 'other',anger
Why did Alex just growl at me.. 😂😂😂,anger
@Piggiewhopays lmao! I can only imagine the frown across that face of yours. #Hilarity,anger
"@JonRiley7 #VoteYourConscience or succumb to #fear? 'He is #scary, he is #dangerous!' -@HillaryClinton's #alarmist #PATRIOTACT platform.",fear
HUGE CONGRATULATIONS TO NICOLE WINNING BIG BROTHER 18! @BBNicole #BB18 sorry not sorry  #bbmichelle,anger
I'm going to get the weirdest thank you note--or worse--total silence and no acknowledgement. #anxiety,fear
"I don't know what's worse, the new Pizza Hut commercials or the pizza that Pizza Hut makes. ",fear
@TheRachelFisher i've seen a bunch of that on another twitter feed and I remember you had an opinion on it ,fear
It's all about #redwine and ,joy
@strictlysimilak something about English sparkling wine would be good. Or farmhouse cider. Or Italian cocktails. Thanks.,joy
Oh man it's been so long since I've played #madden I am trash anymore.,anger
@AnjiDunlap droop in leggings? Are they wearing XXXL?,sadness
"Tomorrow, is the FIRST DAY OF 🍂🍂FALL🍁🍁and I'm elated!!!!!",joy
@CesarSampao @thisisbolton don't get me started on town centre. Used to go every week.... not been for 18 months ,fear
@KClarkSC2 @JohamasSC2 with their faggy colors are nice' is ok too. Even tho some might take offense because WORDS LOL.,anger
"there is no shame in fear, what matters is how we face it.",fear
"@NancyErvin4 The most ghastly thing is the silence from the #AARP. Trump says he won't touch SS, but his tax plan belies that.  Huge cuts.",fear
@grumpy_pumper I involuntarily smile when you frown in photos. And giggle. How annoying!!,sadness
@AASadeq I scare people even when I'm suspended? LOL,fear
Come and join in with #cakeclubhour tomorrow afternoon from 3pm! #bizhour ,joy
Maybe the entire Russian team will test positive for meldonium and the North Americans will get to replace them #optimism,joy
"@GreatDismal @Bencjacobs and it’s gleeful because they’re so inspired, so convinced they’re winning and at last have their strongman",joy
This has been the most depressing week full of rain ever lol,sadness
"They'll be yo friend, shake your hand, then kick in yo door thas the way the game go🤖🤐.",fear
Will give #sleepnumber another chance for customer service. Today's growl is 15+ minutes on hold. Overall bed + service = very unimpressive.,anger
Oi @THEWIGGYMESS you've absolutely fucking killed me.. 30 mins later im still crying with laughter.. Grindah.. Grindah... 🤓  hahahahahahaha,joy
@slashersocial #horror H3LL I SURE DID!!! LOL\nHappy about this decision. :),fear
@louiseannexx u fucked my house up I'll always hold a grudge,anger
@jkriv You're most welcome. Please check with us anytime you have a question or concern.,fear
He's intimidated by my work ethic I think he knows I want his spot 🤔😉😂😂,fear
Ive always wondered how long Angelina put up with Brad's crap. Not gon lie 😐 #bitter,anger
@rclemmons much #sadness and #heartbreak,sadness
"@stephenfhayes Mustard gas = hostile work environment, not #terrorism; call #OSHA not #military",fear
"Do not #educate your child to be #rich, educate them to be #happy. So when they grow up, they'll know the #value of things, not the price.",joy
"Awe produces gratitude, gratitude instills joy, &amp; the harvest of joy is contentment.' \n\n–@PaulTripp #awe 😭😭😭",fear
@curlygirlmimi guess is cause you small and girly. I dunno how this works.. I did frighten though.. She's. A big'un,fear
"You're so thirsty for the chance to disagree w/ the left, that you don't even realize when something is an affront to your bigoted platform.",anger
"Bake off on TV and the Match on my phone, what a nightmare I'm so stressed #GBBO #NTFCVMUFC",fear
Side chick's be trying to fuck u like your going to forget about your wife when your done. #terrible,fear
@MessYourself why? Do you have depression?,sadness
SO many great pics from the show in Tokyo😍 I like all his outfits now except the lace one w those horrible pants....💁,fear
@Who_JN I've been having a quad shot every day and can sleep right after... it's time to detox 😅 I get raging migraines without coffee :/,anger
@torreBe Te gusta American horror story y The walking dead?,fear
@TheBarmyArmy looking forward to div 2 next year @AndyBarmyArmy? #revenge #leictershireaway #therey,anger
Never let the sadness of your past ruin your future,sadness
@dilancliff @jackcourtney95 @ConnorGarnett1 Connor said he's worried that Jack will steal his girls on a night out ,fear
If you think reason will prevail in this election remember that Hitler was elected by what was then a wholly 'reasonable' society. #fear,fear
@MHChat Childood experiences can  leave you with permanent deep sadness as adult  it can underlie everything #MHChat,sadness
How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake? #patronus #adder #offended,anger
"@HillaryClinton evidently @realDonaldTrump feels above #norms. SHOW the #tax return, if you have nothing to ",fear
"smh customers getting angry at me bc i aint got no marlboro lights in the gas hut. i called them in 2 hours ago, fuck you.",anger
@BroggersM19 @Calum250284 He had been retired 20 minutes ago by most blues on here 😊,sadness
"Really planned on making videos this week. Then. A tv died, phone broke, truck died, #depression took over. I'm wondering what I did 2 karma",sadness
Such merriment &amp; laughter from @dadwroteaporno at @KingsPlace &amp; an instructional PowerPoint presentation.Well done to all concerned &amp; thanks,joy
Remember when Joe and Quinn had a thing on glee,joy
@icuminhoesasses Think about it if he need white peoples votes wouldn't just reach out about things that only concern them &amp; leave out rest?,fear
"Val got a little too big for her hiking boots with that bakewell, the little terror #GBBO",fear
@JMRescue not brilliant lol! Hoping seeing my horse tomorrow will cheer me up 😄 #equestrianhour,joy
"Good Master Vernon, welcome, nephews, from Bellario :\nThere is my lord, that thou interrupt'st our merriment.",joy
@simmy_hanley @Schrise also a ,joy
"I believe the work I do is meaningful; my clients would agree but at the end of the day, I feel like a pawn, lost in this chaotic world.",sadness
"This night, room polluted with syringes, notebooks and shadows moving, this kind of night! Away melancholy, away!",sadness
"Our tone of voice: we're like One Direction, we're thoughtful and timid, yet playful",joy
Awake at 5.30am with a seriously bad throat 😩😩😩😩😷🤒 glands feel huuuuuuuge and I'm in uni soon! #grim,sadness
Manchester derby at home #revenge,anger
"@happyandbashful Flirt, simper, pout, repeat. Yuck.",anger
Annoyed with @TripAdvisorUK bullying me to download an app that eats my phone memory. Will seek alternative from now.  #tripadvisor,fear
"@_Adam_Price @WalesPolitics  Am afraid you're at back of BBC queue, editorially trumped by Ron Davies and bicycle paths",fear
The #sober equivalent of being in a #bar women's restroom is the #salon. Everyone compliments each other &amp; become friends. I love it,sadness
"—but he just can't. He feels tired but also restless. So here he now, scrolling his own music player, playing some music through his—",fear
Need good vibes for my doctors appointment tomorrow! #nervous,fear
That moment of #panic when your zipper gets stuck when you're in the #bathroom and you realize the only way out of your jeans is #scissors,fear
@wenniss are you cheering for team Sweden today or team North American?,joy
Boy oh boy! our weekday schedule is crazy! But no matter how tired I am I do whatever it takes to keep the smile on Kai's face from a frown,sadness
sav tells our mom 'I love you' and she responds 'Oh.' ,sadness
"BibleMotivate: Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you.#faith #leadership #worry #mindfu…",fear
I'm so nervous,fear
I feel like an appendix. I don't have a purpose.  #depressed  #alone #lonely #broken  #cry #hurt #crying #life,sadness
"BTW, offended policy wonks, H only had one real proposal: eliminate subminimum wage. Probably good, but might discourage hiring of disabled.",sadness
I wonder if the #wolfcreek TV show is sponsored by the anti-tourist board of Australia to discourage visitors? #stayathome #dontvisit,sadness
@AliKhanSays Oh come on. RAW and ISI have been spying for decades. Spying and supporting terrorism is two different thing.,fear
Looking nice forward to playing at Paper Dress Vintage in Hackney this evening - get there early as I'll be on at 8pm! @paperdressed #blues,sadness
